,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
23,Gylfi Sigurdsson,Swansea,38.0,3329.0,9,13,10.75,3.83,0.23,0.22,0.46
24,Andre Gray,Burnley,32.0,2279.0,9,3,7.82,2.11,0.3,0.06,0.36
25,Álvaro Negredo,Middlesbrough,36.0,2891.0,9,4,11.96,2.79,0.27,0.13,0.4
26,Adam Lallana,Liverpool,31.0,2371.0,8,7,16.63,10.08,0.17,0.16,0.33
27,Mesut Özil,Arsenal,33.0,2856.0,8,9,22.84,14.73,0.18,0.25,0.43
28,Manuel Lanzini,West Ham,35.0,2727.0,8,2,13.38,8.29,0.2,0.13,0.33
29,Christian Eriksen,Tottenham,36.0,3181.0,8,15,22.94,10.89,0.25,0.33,0.58
30,Willian,Chelsea,34.0,1509.0,8,2,9.14,4.57,0.22,0.18,0.41
31,Salomón Rondón,West Bromwich Albion,38.0,2902.0,8,2,13.4,2.58,0.29,0.09,0.38
32,Junior Stanislas,Bournemouth,21.0,1489.0,7,5,7.38,4.27,0.29,0.23,0.53
33,Divock Origi,Liverpool,34.0,1450.0,7,3,7.65,1.97,0.34,0.1,0.44
34,James Milner,Liverpool,36.0,3170.0,7,3,14.36,12.46,0.21,0.11,0.32
35,Wilfried Zaha,Crystal Palace,35.0,3033.0,7,9,12.5,3.01,0.17,0.13,0.3
36,Andy Carroll,West Ham,18.0,1318.0,7,1,6.55,3.01,0.31,0.12,0.43
37,Etienne Capoue,Watford,37.0,3231.0,7,1,6.28,2.68,0.1,0.04,0.15
38,Raheem Sterling,Manchester City,33.0,2532.0,7,6,18.46,6.76,0.29,0.2,0.48
39,Nathan Redmond,Southampton,37.0,2917.0,7,1,15.18,6.43,0.15,0.18,0.33
40,Peter Crouch,Stoke,27.0,1319.0,7,2,7.92,1.76,0.4,0.22,0.62
41,Islam Slimani,Leicester,23.0,1275.0,7,4,7.71,2.08,0.48,0.15,0.63
42,Robert Snodgrass,"Hull, West Ham",35.0,2563.0,7,5,5.55,3.43,0.15,0.15,0.31
43,Gabriel Jesus,Manchester City,10.0,649.0,7,4,8.8,1.13,1.0,0.26,1.27
44,Kevin De Bruyne,Manchester City,36.0,2893.0,6,18,28.54,15.75,0.21,0.49,0.7
45,Callum Wilson,Bournemouth,20.0,1382.0,6,0,4.32,0.89,0.35,0.04,0.39
46,Joe Allen,Stoke,36.0,2942.0,6,2,13.04,6.2,0.17,0.14,0.32
47,Juan Mata,Manchester United,25.0,1641.0,6,3,11.84,6.04,0.31,0.25,0.56
48,Gary Cahill,Chelsea,37.0,3299.0,6,0,7.97,7.81,0.09,0.0,0.09
49,Leroy Fer,Swansea,34.0,2393.0,6,2,7.08,4.93,0.2,0.04,0.24
50,André Ayew,West Ham,25.0,1432.0,6,3,9.08,1.35,0.48,0.15,0.63
51,Riyad Mahrez,Leicester,36.0,2859.0,6,3,12.87,4.79,0.28,0.2,0.48
52,Georginio Wijnaldum,Liverpool,36.0,2981.0,6,9,18.88,10.87,0.17,0.16,0.33
53,Gareth McAuley,West Bromwich Albion,36.0,3150.0,6,1,2.1,1.77,0.11,0.01,0.12
54,Benik Afobe,Bournemouth,31.0,1436.0,6,3,8.78,1.26,0.56,0.11,0.67
55,Charlie Austin,Southampton,15.0,946.0,6,1,6.86,1.56,0.63,0.15,0.78
56,Marko Arnautovic,Stoke,32.0,2742.0,6,5,17.07,4.32,0.3,0.23,0.54
