,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
27,Philippe Coutinho,Liverpool,26.0,2019.0,8,5,16.15,6.79,0.29,0.24,0.53
28,Michail Antonio,West Ham,26.0,2074.0,8,3,10.22,4.38,0.26,0.12,0.38
29,Ross Barkley,Everton,38.0,3102.0,8,8,20.88,11.84,0.26,0.17,0.43
30,Kelechi Iheanacho,Manchester City,26.0,727.0,8,1,6.36,1.12,0.61,0.2,0.81
31,Wayne Rooney,Manchester United,28.0,2411.0,8,6,13.66,5.08,0.27,0.17,0.44
32,Kevin De Bruyne,Manchester City,25.0,2006.0,7,9,16.14,8.06,0.19,0.37,0.57
33,Mark Noble,West Ham,37.0,3221.0,7,4,10.76,8.09,0.11,0.09,0.2
34,Jordan Ayew,Aston Villa,30.0,2356.0,7,0,5.21,1.9,0.18,0.06,0.24
35,Pedro,Chelsea,29.0,2061.0,7,2,16.05,6.95,0.27,0.2,0.47
36,Dieumerci Mbokani,Norwich,29.0,1568.0,7,1,7.87,1.31,0.38,0.09,0.47
37,Dusan Tadic,Southampton,34.0,2318.0,7,12,17.13,5.14,0.25,0.34,0.58
38,Bojan,Stoke,27.0,1741.0,7,1,8.16,4.42,0.24,0.09,0.33
39,Joshua King,Bournemouth,31.0,1931.0,6,2,9.76,1.44,0.27,0.16,0.43
40,Mesut Özil,Arsenal,35.0,3065.0,6,19,32.79,18.35,0.23,0.52,0.75
41,Manuel Lanzini,West Ham,26.0,1941.0,6,2,12.44,5.98,0.21,0.13,0.34
42,Juan Mata,Manchester United,38.0,2907.0,6,5,15.27,7.58,0.2,0.16,0.36
43,Raheem Sterling,Manchester City,31.0,1943.0,6,2,14.02,4.7,0.33,0.15,0.48
44,Christian Eriksen,Tottenham,35.0,2950.0,6,13,22.98,14.48,0.17,0.3,0.47
45,Bafétimbi Gomis,Swansea,33.0,1685.0,6,0,8.54,2.37,0.33,0.13,0.45
46,Leonardo Ulloa,Leicester,29.0,942.0,6,2,9.51,3.48,0.66,0.14,0.8
47,Ayoze Pérez,Newcastle United,34.0,2046.0,6,2,8.32,3.63,0.17,0.13,0.29
48,Nathan Redmond,Norwich,35.0,2321.0,6,3,9.67,6.1,0.13,0.14,0.27
49,Yaya Touré,Manchester City,32.0,2345.0,6,5,13.86,8.84,0.22,0.17,0.39
50,Callum Wilson,Bournemouth,13.0,769.0,5,0,3.3,0.81,0.27,0.13,0.4
51,Divock Origi,Liverpool,16.0,660.0,5,1,3.11,0.26,0.46,0.07,0.53
52,James Milner,Liverpool,28.0,2428.0,5,11,9.7,6.06,0.13,0.2,0.33
53,Theo Walcott,Arsenal,28.0,1374.0,5,2,14.59,5.33,0.55,0.13,0.68
54,Aaron Ramsey,Arsenal,31.0,2624.0,5,4,23.28,14.18,0.3,0.14,0.43
55,Scott Dann,Crystal Palace,35.0,3150.0,5,1,1.96,1.76,0.07,0.02,0.09
56,Yohan Cabaye,Crystal Palace,33.0,2728.0,5,1,7.65,4.28,0.22,0.11,0.33
57,Yannick Bolasie,Crystal Palace,26.0,2075.0,5,3,7.91,1.93,0.21,0.16,0.37
58,Connor Wickham,Crystal Palace,21.0,1328.0,5,3,4.55,1.55,0.29,0.06,0.35
59,Cheikhou Kouyaté,West Ham,34.0,3017.0,5,2,10.39,5.82,0.17,0.04,0.22
60,Marcus Rashford,Manchester United,11.0,870.0,5,2,4.8,1.24,0.31,0.08,0.39
61,Aaron Lennon,Everton,25.0,1534.0,5,0,5.54,1.9,0.13,0.1,0.23
62,Arouna Koné,Everton,25.0,1464.0,5,4,9.3,3.85,0.28,0.13,0.41
63,Erik Lamela,Tottenham,34.0,2404.0,5,9,19.2,9.44,0.24,0.33,0.57
64,Diafra Sakho,West Ham,21.0,1539.0,5,1,8.05,1.35,0.43,0.11,0.54
65,Rudy Gestede,Aston Villa,32.0,1632.0,5,2,5.79,0.97,0.31,0.08,0.39
66,Cesc Fàbregas,Chelsea,37.0,2901.0,5,7,19.54,14.36,0.12,0.26,0.38
67,Willian,Chelsea,35.0,2766.0,5,6,13.18,6.59,0.14,0.25,0.39
68,Fabio Borini,Sunderland,26.0,1913.0,5,2,5.73,2.16,0.23,0.08,0.31
69,Shinji Okazaki,Leicester,36.0,2105.0,5,0,11.46,3.9,0.37,0.05,0.42
70,Jonathan Walters,Stoke,27.0,1718.0,5,3,9.03,1.48,0.3,0.12,0.42
71,Mame Biram Diouf,Stoke,26.0,1246.0,5,1,5.44,0.41,0.37,0.05,0.43
72,Steven Davis,Southampton,34.0,2637.0,5,3,11.69,8.69,0.09,0.14,0.23
73,Son Heung-Min,Tottenham,28.0,1110.0,4,1,7.98,4.45,0.34,0.06,0.4
74,Steve Cook,Bournemouth,36.0,3199.0,4,0,4.23,4.04,0.06,0.03,0.08
75,Matt Ritchie,Bournemouth,37.0,2985.0,4,6,9.97,5.39,0.13,0.11,0.24
76,Adam Lallana,Liverpool,30.0,2115.0,4,6,13.23,6.66,0.15,0.24,0.39
77,Laurent Koscielny,Arsenal,33.0,2848.0,4,0,10.75,9.08,0.11,0.02,0.13
78,Danny Welbeck,Arsenal,11.0,581.0,4,2,3.88,1.0,0.46,0.12,0.58
79,Enner Valencia,West Ham,19.0,1014.0,4,2,5.66,0.68,0.38,0.13,0.51
80,Jesse Lingard,Manchester United,25.0,1641.0,4,1,7.92,4.5,0.18,0.07,0.25
81,Kevin Mirallas,Everton,23.0,985.0,4,2,5.2,1.27,0.31,0.17,0.47
82,Ramiro Funes Mori,Everton,28.0,2189.0,4,1,6.42,5.73,0.12,0.03,0.15
83,Wilfried Bony,Manchester City,26.0,1203.0,4,3,8.2,1.11,0.5,0.22,0.73
84,Toby Alderweireld,Tottenham,38.0,3420.0,4,2,11.27,10.83,0.08,0.02,0.1
85,Eden Hazard,Chelsea,31.0,2183.0,4,3,11.92,8.38,0.11,0.17,0.28
86,Patrick van Aanholt,Sunderland,33.0,2970.0,4,3,9.13,5.07,0.08,0.12,0.19
87,Andros Townsend,"Newcastle United, Tottenham",16.0,1149.0,4,2,5.22,2.27,0.11,0.22,0.34
88,Wes Hoolahan,Norwich,30.0,2026.0,4,8,9.97,6.0,0.15,0.22,0.37
89,Craig Dawson,West Bromwich Albion,38.0,3387.0,4,0,5.42,4.05,0.13,0.09,0.22
90,Saido Berahino,West Bromwich Albion,31.0,1727.0,4,0,7.96,2.12,0.37,0.05,0.42
91,Steven Naismith,"Everton, Norwich",23.0,1343.0,4,1,6.8,3.74,0.2,0.14,0.34
92,Benik Afobe,Bournemouth,15.0,950.0,4,0,3.45,0.59,0.32,0.06,0.38
93,Joselu,Stoke,22.0,1072.0,4,1,4.79,1.97,0.29,0.07,0.36
94,Steven Fletcher,Sunderland,16.0,1021.0,4,0,3.55,0.7,0.27,0.07,0.35
95,Charlie Daniels,Bournemouth,37.0,3288.0,3,5,7.96,5.75,0.08,0.07,0.15
96,Dan Gosling,Bournemouth,34.0,2442.0,3,1,7.0,2.62,0.12,0.07,0.19
97,Junior Stanislas,Bournemouth,21.0,1448.0,3,2,7.69,2.57,0.17,0.24,0.4
98,Marc Pugh,Bournemouth,26.0,1328.0,3,2,4.76,1.53,0.17,0.08,0.25
99,Joel Campbell,Arsenal,19.0,891.0,3,2,7.52,3.57,0.26,0.29,0.55
100,Ander Herrera,Manchester United,27.0,1535.0,3,2,6.95,4.08,0.16,0.13,0.29
101,Aleksandar Kolarov,Manchester City,29.0,2282.0,3,3,8.2,6.38,0.09,0.11,0.21
102,Mousa Dembélé,Tottenham,29.0,2286.0,3,1,9.67,8.32,0.06,0.03,0.09
103,Eric Dier,Tottenham,37.0,3271.0,3,2,15.38,13.92,0.05,0.04,0.08
104,Nacer Chadli,Tottenham,29.0,922.0,3,2,6.46,3.05,0.29,0.27,0.56
105,Oscar,Chelsea,27.0,1785.0,3,3,10.24,5.52,0.26,0.17,0.43
106,Dwight Gayle,Crystal Palace,16.0,755.0,3,0,4.84,0.91,0.46,0.09,0.55
107,Robert Huth,Leicester,35.0,3150.0,3,0,4.6,3.96,0.1,0.02,0.12
108,Jeremain Lens,Sunderland,20.0,1299.0,3,3,5.82,2.45,0.09,0.21,0.3
109,Russell Martin,Norwich,30.0,2699.0,3,0,3.95,2.83,0.06,0.04,0.1
110,Robbie Brady,Norwich,36.0,2996.0,3,2,6.7,3.04,0.08,0.15,0.24
111,Jonny Howson,Norwich,36.0,2960.0,3,4,8.29,5.2,0.07,0.09,0.16
112,Cameron Jerome,Norwich,34.0,1770.0,3,2,6.64,1.18,0.42,0.02,0.44
113,Craig Gardner,West Bromwich Albion,34.0,2037.0,3,3,5.19,1.7,0.18,0.13,0.32
114,Virgil van Dijk,Southampton,34.0,3060.0,3,0,5.7,5.42,0.1,0.04,0.14
115,Papiss Demba Cissé,Newcastle United,21.0,1079.0,3,0,2.88,0.44,0.26,0.06,0.31
116,Glenn Murray,"Bournemouth, Crystal Palace",21.0,789.0,3,0,4.1,1.38,0.46,0.06,0.52
117,Xherdan Shaqiri,Stoke,27.0,2072.0,3,6,9.37,4.22,0.13,0.28,0.41
118,Duncan Watmore,Sunderland,23.0,880.0,3,1,2.24,0.25,0.15,0.1,0.25
119,Mauro Zárate,West Ham,15.0,796.0,3,0,3.81,2.49,0.18,0.15,0.33
120,James Morrison,West Bromwich Albion,18.0,1354.0,3,3,3.43,1.71,0.13,0.07,0.2
121,Joe Allen,Liverpool,19.0,720.0,2,1,4.0,2.39,0.17,0.17,0.34
122,Alex Iwobi,Arsenal,13.0,639.0,2,2,5.32,3.21,0.22,0.21,0.43
123,Joel Ward,Crystal Palace,30.0,2694.0,2,1,7.4,5.38,0.04,0.06,0.1
124,Damien Delaney,Crystal Palace,32.0,2880.0,2,3,3.01,1.74,0.06,0.08,0.14
125,Jason Puncheon,Crystal Palace,31.0,2647.0,2,3,10.06,5.02,0.13,0.14,0.27
126,Bakary Sako,Crystal Palace,20.0,1073.0,2,1,4.88,1.96,0.2,0.16,0.36
127,Wilfried Zaha,Crystal Palace,34.0,2507.0,2,1,9.62,3.58,0.09,0.16,0.25
128,Aaron Cresswell,West Ham,37.0,3319.0,2,4,10.34,6.83,0.03,0.09,0.12
129,Memphis Depay,Manchester United,29.0,1470.0,2,0,7.54,2.94,0.29,0.07,0.36
130,Sebastian Prödl,Watford,21.0,1774.0,2,0,1.93,1.91,0.08,0.01,0.08
131,Almen Abdi,Watford,32.0,1998.0,2,0,8.05,5.15,0.09,0.12,0.21
132,Ben Watson,Watford,35.0,2814.0,2,0,5.76,5.37,0.02,0.07,0.08
133,Leighton Baines,Everton,18.0,1473.0,2,1,4.17,2.98,0.07,0.1,0.18
134,James McCarthy,Everton,29.0,2445.0,2,2,9.49,7.58,0.03,0.05,0.08
135,Gerard Deulofeu,Everton,26.0,1389.0,2,8,8.98,3.34,0.09,0.39,0.48
136,Tom Cleverley,Everton,22.0,1618.0,2,4,6.34,4.33,0.08,0.13,0.21
137,Jordan Henderson,Liverpool,17.0,1300.0,2,3,5.8,4.53,0.11,0.09,0.2
138,Vincent Kompany,Manchester City,14.0,1179.0,2,0,2.95,2.92,0.03,0.01,0.04
139,Fernandinho,Manchester City,33.0,2736.0,2,2,12.03,10.3,0.04,0.08,0.12
140,Fernando,Manchester City,24.0,1703.0,2,0,4.51,4.4,0.15,0.02,0.17
141,David Silva,Manchester City,24.0,1818.0,2,11,11.54,7.52,0.13,0.23,0.36
142,James McArthur,Crystal Palace,28.0,2206.0,2,2,6.16,4.22,0.04,0.04,0.09
143,Ashley Westwood,Aston Villa,32.0,2720.0,2,2,6.39,4.12,0.06,0.1,0.16
144,Carles Gil,Aston Villa,23.0,1454.0,2,0,3.31,2.43,0.05,0.09,0.14
145,Scott Sinclair,Aston Villa,27.0,1598.0,2,0,3.54,1.58,0.16,0.01,0.17
146,César Azpilicueta,Chelsea,37.0,3208.0,2,3,12.77,11.38,0.03,0.06,0.1
147,Branislav Ivanovic,Chelsea,33.0,2922.0,2,2,10.85,9.2,0.07,0.06,0.13
148,Bertrand Traoré,Chelsea,10.0,365.0,2,1,2.34,0.15,0.41,0.15,0.56
149,Nemanja Matic,Chelsea,33.0,2426.0,2,2,11.28,9.02,0.09,0.08,0.17
150,Gary Cahill,Chelsea,23.0,1952.0,2,1,1.94,1.77,0.07,0.01,0.08
151,Ashley Williams,Swansea,36.0,3240.0,2,1,7.39,7.15,0.05,0.01,0.06
152,Alberto Paloschi,Swansea,10.0,675.0,2,0,2.74,0.21,0.32,0.08,0.4
153,Wayne Routledge,Swansea,28.0,1700.0,2,1,5.91,2.36,0.13,0.09,0.22
154,Ki Sung-yueng,Swansea,28.0,1852.0,2,1,5.67,3.18,0.12,0.05,0.17
155,Lamine Koné,Sunderland,15.0,1318.0,2,1,1.07,1.02,0.17,0.05,0.22
156,Wahbi Khazri,Sunderland,14.0,1087.0,2,1,2.49,1.33,0.07,0.18,0.26
157,Wes Morgan,Leicester,38.0,3420.0,2,0,3.17,3.09,0.08,0.0,0.08
158,Daniel Drinkwater,Leicester,35.0,3045.0,2,7,14.48,10.15,0.06,0.16,0.22
159,Marc Albrighton,Leicester,38.0,2796.0,2,6,11.86,4.02,0.08,0.26,0.34
160,Daryl Janmaat,Newcastle United,32.0,2754.0,2,4,9.72,6.24,0.04,0.11,0.15
161,Jamaal Lascelles,Newcastle United,18.0,1135.0,2,0,1.27,1.22,0.03,0.01,0.04
162,Andy King,Leicester,25.0,1030.0,2,1,5.49,2.46,0.24,0.09,0.33
163,Alexander Tettey,Norwich,23.0,1956.0,2,0,3.96,3.37,0.03,0.01,0.04
164,Stéphane Sessegnon,West Bromwich Albion,25.0,1770.0,2,2,6.16,3.91,0.07,0.14,0.21
165,James McClean,West Bromwich Albion,35.0,2414.0,2,2,5.11,1.4,0.08,0.11,0.19
166,Adam Smith,Bournemouth,31.0,2085.0,2,0,3.97,3.2,0.02,0.05,0.07
167,José Fonte,Southampton,37.0,3171.0,2,1,6.67,6.47,0.07,0.04,0.11
168,James Ward-Prowse,Southampton,33.0,1505.0,2,4,6.97,4.77,0.12,0.28,0.4
169,Giannelli Imbula,Stoke,14.0,1260.0,2,0,4.9,3.82,0.05,0.03,0.09
170,Ibrahim Afellay,Stoke,31.0,2105.0,2,2,9.91,6.51,0.1,0.09,0.19
171,Fabian Delph,Manchester City,17.0,753.0,2,0,2.49,1.88,0.04,0.05,0.09
172,Samir Nasri,Manchester City,12.0,520.0,2,2,4.43,1.72,0.46,0.16,0.62
173,Adam Johnson,Sunderland,19.0,1136.0,2,5,4.06,2.64,0.14,0.17,0.32
174,Ramires,Chelsea,12.0,612.0,2,0,1.81,0.81,0.2,0.01,0.2
175,Carl Jenkinson,West Ham,20.0,1220.0,2,0,5.47,3.74,0.05,0.08,0.13
176,Danny Ings,Liverpool,6.0,336.0,2,0,1.39,0.28,0.5,0.09,0.59
177,Timm Klose,Norwich,10.0,849.0,1,0,0.19,0.15,0.06,0.0,0.06
178,Adnan Januzaj,Manchester United,5.0,141.0,1,0,0.29,0.13,0.15,0.02,0.18
179,Tommy Elphick,Bournemouth,12.0,1011.0,1,0,0.48,0.46,0.03,0.0,0.03
180,Max Gradel,Bournemouth,14.0,918.0,1,2,2.5,0.69,0.17,0.07,0.23
181,Lewis Grabban,"Bournemouth, Norwich",21.0,806.0,1,0,3.17,0.58,0.26,0.05,0.31
182,Kolo Touré,Liverpool,14.0,865.0,1,0,2.51,2.44,0.03,0.0,0.03
183,Jordon Ibe,Liverpool,27.0,1161.0,1,2,5.98,3.41,0.11,0.13,0.24
184,Mamadou Sakho,Liverpool,22.0,1856.0,1,0,3.45,3.42,0.04,0.0,0.04
185,Héctor Bellerín,Arsenal,36.0,3240.0,1,5,17.71,14.37,0.02,0.13,0.15
186,Gabriel,Arsenal,21.0,1761.0,1,0,6.48,6.48,0.05,0.0,0.05
187,Joe Ledley,Crystal Palace,19.0,979.0,1,0,1.43,1.13,0.03,0.01,0.04
188,Emmanuel Adebayor,Crystal Palace,12.0,619.0,1,1,2.03,0.35,0.27,0.02,0.29
189,Lee Chung-yong,Crystal Palace,13.0,375.0,1,0,0.78,0.64,0.04,0.11,0.15
190,Winston Reid,West Ham,24.0,2139.0,1,1,2.72,2.63,0.06,0.01,0.07
191,Victor Moses,West Ham,21.0,982.0,1,2,4.52,1.39,0.18,0.14,0.31
192,Kieran Gibbs,Arsenal,15.0,367.0,1,0,1.08,0.49,0.14,0.01,0.15
193,Daley Blind,Manchester United,35.0,3123.0,1,1,7.34,6.82,0.0,0.05,0.06
194,Morgan Schneiderlin,Manchester United,29.0,2204.0,1,0,5.96,5.56,0.03,0.02,0.05
195,Matteo Darmian,Manchester United,28.0,1937.0,1,0,4.97,3.75,0.01,0.09,0.1
196,Nathan Aké,Watford,24.0,1868.0,1,0,2.83,2.38,0.08,0.03,0.11
197,Craig Cathcart,Watford,35.0,3034.0,1,0,3.83,3.71,0.02,0.0,0.02
198,Seamus Coleman,Everton,28.0,2392.0,1,3,8.98,7.0,0.09,0.05,0.14
199,Nathaniel Clyne,Liverpool,33.0,2970.0,1,0,10.57,8.97,0.06,0.06,0.11
200,Emre Can,Liverpool,30.0,2501.0,1,0,11.94,10.15,0.04,0.12,0.16
201,Martin Skrtel,Liverpool,22.0,1882.0,1,0,5.07,5.07,0.03,0.04,0.07
202,Alberto Moreno,Liverpool,32.0,2546.0,1,4,11.85,7.73,0.06,0.15,0.21
203,Nicolás Otamendi,Manchester City,30.0,2673.0,1,0,6.77,6.6,0.03,0.02,0.05
204,Marouane Fellaini,Manchester United,18.0,1069.0,1,0,5.46,2.7,0.35,0.05,0.41
205,Ashley Young,Manchester United,18.0,1053.0,1,2,4.83,3.08,0.08,0.12,0.2
206,Kyle Walker,Tottenham,33.0,2947.0,1,3,12.14,9.31,0.03,0.13,0.16
207,Danny Rose,Tottenham,24.0,2139.0,1,3,10.38,7.08,0.05,0.14,0.19
208,Ryan Mason,Tottenham,22.0,797.0,1,0,4.98,1.96,0.35,0.08,0.43
209,Kieran Trippier,Tottenham,6.0,456.0,1,1,2.53,1.74,0.08,0.09,0.18
210,Tom Carroll,Tottenham,19.0,489.0,1,0,2.81,2.48,0.04,0.05,0.09
211,Joleon Lescott,"Aston Villa, West Bromwich Albion",32.0,2812.0,1,0,4.44,4.29,0.06,0.01,0.07
212,Micah Richards,Aston Villa,24.0,2049.0,1,1,2.94,2.63,0.04,0.02,0.06
213,Leandro Bacuna,Aston Villa,31.0,2421.0,1,0,6.02,4.07,0.07,0.04,0.12
214,Jack Grealish,Aston Villa,16.0,831.0,1,0,2.65,1.99,0.06,0.07,0.13
215,Ruben Loftus-Cheek,Chelsea,13.0,399.0,1,0,2.6,1.75,0.22,0.03,0.25
216,Kenedy,Chelsea,14.0,544.0,1,0,2.96,2.29,0.05,0.08,0.14
217,Loïc Remy,Chelsea,13.0,269.0,1,0,2.4,0.16,0.7,0.05,0.75
218,Alexandre Pato,Chelsea,2.0,134.0,1,0,1.64,0.68,1.16,0.0,1.16
219,Falcao,Chelsea,10.0,208.0,1,0,0.88,0.19,0.33,0.04,0.37
220,Federico Fernández,Swansea,32.0,2880.0,1,1,5.87,5.69,0.05,0.01,0.06
221,Jack Cork,Swansea,35.0,2543.0,1,2,7.81,6.23,0.03,0.07,0.1
222,Modou Barrow,Swansea,22.0,762.0,1,2,2.62,1.53,0.05,0.14,0.19
223,Dame N'Doye,Sunderland,11.0,562.0,1,0,1.21,0.76,0.09,0.04,0.13
224,Yann M'Vila,Sunderland,37.0,3194.0,1,4,8.42,6.55,0.02,0.12,0.14
225,Jack Rodwell,Sunderland,22.0,1137.0,1,0,4.39,1.39,0.2,0.07,0.26
226,Billy Jones,Sunderland,24.0,2039.0,1,1,2.43,1.04,0.11,0.05,0.16
227,N'Golo Kanté,Leicester,37.0,3011.0,1,4,11.13,8.64,0.02,0.08,0.1
228,Jeffrey Schlupp,Leicester,24.0,1383.0,1,2,5.98,2.51,0.13,0.14,0.27
229,Jack Colback,Newcastle United,29.0,2409.0,1,1,6.74,5.06,0.03,0.05,0.08
230,Vurnon Anita,Newcastle United,28.0,2112.0,1,3,4.64,4.25,0.01,0.03,0.04
231,Jonjo Shelvey,"Newcastle United, Swansea",31.0,2270.0,1,5,10.94,7.26,0.1,0.17,0.27
232,Moussa Sissoko,Newcastle United,37.0,3234.0,1,7,13.73,6.39,0.09,0.17,0.26
233,Nathan Dyer,"Leicester, Swansea",13.0,209.0,1,1,1.34,0.62,0.11,0.25,0.36
234,Martin Olsson,Norwich,24.0,1767.0,1,2,3.35,2.44,0.01,0.05,0.05
235,Matthew Jarvis,"Norwich, West Ham",22.0,1100.0,1,1,3.56,1.25,0.08,0.13,0.21
236,Jonas Olsson,West Bromwich Albion,28.0,2019.0,1,1,1.98,1.95,0.04,0.05,0.09
237,Gareth McAuley,West Bromwich Albion,34.0,3060.0,1,0,3.21,3.11,0.02,0.02,0.04
238,Jonny Evans,West Bromwich Albion,30.0,2600.0,1,1,2.82,2.22,0.04,0.03,0.07
239,Darren Fletcher,West Bromwich Albion,38.0,3377.0,1,3,7.24,3.9,0.07,0.07,0.14
240,Rickie Lambert,West Bromwich Albion,19.0,604.0,1,1,1.39,0.21,0.21,0.14,0.35
241,Sebastien Bassong,Norwich,32.0,2788.0,1,0,3.02,2.71,0.04,0.0,0.05
242,Cuco Martina,Southampton,15.0,1076.0,1,1,4.38,3.58,0.01,0.11,0.12
243,Ryan Bertrand,Southampton,32.0,2880.0,1,3,8.2,6.44,0.05,0.11,0.15
244,Victor Wanyama,Southampton,30.0,2507.0,1,1,7.42,6.32,0.05,0.04,0.09
245,Oriol Romeu,Southampton,29.0,1598.0,1,0,6.84,5.28,0.1,0.06,0.16
246,Maya Yoshida,Southampton,20.0,1000.0,1,0,1.96,1.37,0.09,0.0,0.09
247,Charlie Austin,Southampton,7.0,203.0,1,0,0.92,0.09,0.53,0.01,0.54
248,Paul Dummett,Newcastle United,23.0,1907.0,1,0,2.42,2.13,0.01,0.01,0.02
249,Charlie Adam,Stoke,22.0,1050.0,1,1,3.07,2.39,0.07,0.07,0.15
250,Ciaran Clark,Aston Villa,18.0,1442.0,1,0,0.77,0.6,0.06,0.04,0.1
251,Harry Arter,Bournemouth,21.0,1692.0,1,0,7.36,5.81,0.05,0.05,0.11
252,Gabriel Agbonlahor,Aston Villa,15.0,1051.0,1,2,2.83,0.26,0.11,0.13,0.23
253,Bastian Schweinsteiger,Manchester United,18.0,1199.0,1,0,4.84,4.47,0.11,0.02,0.13
254,Rolando Aarons,Newcastle United,10.0,365.0,1,1,1.96,0.99,0.1,0.15,0.25
255,John Terry,Chelsea,24.0,1999.0,1,0,4.6,3.99,0.07,0.0,0.07
256,Steven Whittaker,Norwich,8.0,660.0,1,0,1.41,1.14,0.06,0.0,0.07
257,Kurt Zouma,Chelsea,23.0,1912.0,1,1,3.94,3.86,0.09,0.03,0.11
258,Nikica Jelavic,West Ham,13.0,318.0,1,2,2.75,0.43,0.42,0.28,0.71
259,Fabricio Coloccini,Newcastle United,26.0,2294.0,1,0,3.41,3.21,0.04,0.01,0.05
260,Ritchie de Laet,Leicester,12.0,655.0,1,0,1.14,0.76,0.02,0.05,0.07
261,Alex Oxlade-Chamberlain,Arsenal,22.0,911.0,1,0,6.14,3.6,0.15,0.19,0.34
262,Miguel Layún,Watford,3.0,134.0,1,0,0.42,0.17,0.13,0.12,0.25
263,Modibo Maiga,West Ham,3.0,18.0,1,0,0.24,0.0,1.19,0.0,1.19
264,Chicharito,Manchester United,1.0,22.0,0,0,0.43,0.0,1.58,0.17,1.76
265,Jan Kirchhoff,Sunderland,15.0,1096.0,0,0,3.11,2.68,0.05,0.04,0.09
266,Artur Boruc,Bournemouth,32.0,2880.0,0,0,2.95,2.95,0.0,0.0,0.0
267,Simon Francis,Bournemouth,38.0,3388.0,0,4,6.95,6.1,0.01,0.06,0.07
268,Andrew Surman,Bournemouth,38.0,3420.0,0,3,8.66,7.8,0.02,0.04,0.05
269,Adam Federici,Bournemouth,6.0,499.0,0,0,0.23,0.23,0.0,0.0,0.0
270,Shaun MacDonald,Bournemouth,3.0,24.0,0,0,0.0,0.0,0.0,0.0,0.0
271,Eunan O'Kane,Bournemouth,16.0,739.0,0,1,1.73,1.09,0.06,0.04,0.1
272,Danny Ward,Liverpool,2.0,180.0,0,0,0.03,0.03,0.0,0.0,0.0
273,Connor Randall,Liverpool,3.0,165.0,0,0,1.14,1.02,0.07,0.03,0.1
274,Lucas Leiva,Liverpool,27.0,1948.0,0,1,7.42,6.15,0.03,0.07,0.1
275,Brad Smith,Liverpool,4.0,281.0,0,0,0.42,0.42,0.02,0.02,0.04
276,Sheyi Ojo,Liverpool,8.0,395.0,0,3,1.9,1.26,0.06,0.36,0.42
277,Kevin Stewart,Liverpool,7.0,562.0,0,0,2.21,2.09,0.02,0.02,0.04
278,Simon Mignolet,Liverpool,34.0,3060.0,0,0,5.28,5.28,0.0,0.0,0.0
