,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
61,John Lundstram,Sheffield United,34.0,2448.0,5,3,12.01,5.03,0.22,0.14,0.36
62,John Fleck,Sheffield United,30.0,2513.0,5,2,10.27,5.32,0.12,0.12,0.24
63,Wesley,Aston Villa,21.0,1806.0,5,1,8.01,2.67,0.36,0.04,0.41
64,Divock Origi,Liverpool,28.0,680.0,4,1,3.54,0.83,0.28,0.11,0.39
65,Wilfried Zaha,Crystal Palace,38.0,3276.0,4,3,11.83,4.59,0.14,0.1,0.24
66,Mark Noble,West Ham,33.0,2709.0,4,3,10.04,7.93,0.09,0.11,0.2
67,Gerard Deulofeu,Watford,28.0,2137.0,4,5,11.51,3.67,0.26,0.2,0.46
68,Jordan Henderson,Liverpool,30.0,2254.0,4,5,15.86,12.15,0.05,0.16,0.21
69,Dwight Gayle,Newcastle United,20.0,856.0,4,2,5.12,1.84,0.49,0.09,0.58
70,Georginio Wijnaldum,Liverpool,37.0,2980.0,4,0,13.48,10.86,0.08,0.02,0.1
71,Nathan Redmond,Southampton,32.0,2781.0,4,4,13.67,6.09,0.17,0.12,0.29
72,Adama Traoré,Wolverhampton Wanderers,37.0,2596.0,4,9,15.27,5.66,0.13,0.26,0.39
73,Alex Oxlade-Chamberlain,Liverpool,30.0,1511.0,4,1,5.69,2.65,0.15,0.06,0.21
74,Jorginho,Chelsea,31.0,2391.0,4,2,15.92,14.99,0.12,0.11,0.23
75,Marcos Alonso,Chelsea,18.0,1436.0,4,2,10.61,7.11,0.16,0.19,0.35
76,Abdoulaye Doucouré,Watford,37.0,3189.0,4,2,13.54,7.19,0.15,0.12,0.26
77,Trent Alexander-Arnold,Liverpool,38.0,3183.0,4,13,20.64,13.6,0.09,0.32,0.4
78,Lucas Moura,Tottenham,35.0,2261.0,4,4,10.09,3.18,0.22,0.13,0.35
79,Anwar El Ghazi,Aston Villa,34.0,2082.0,4,4,8.02,2.21,0.28,0.12,0.4
80,Matt Doherty,Wolverhampton Wanderers,36.0,2842.0,4,3,14.17,7.66,0.21,0.07,0.27
81,Leander Dendoncker,Wolverhampton Wanderers,38.0,2793.0,4,0,9.56,8.4,0.09,0.02,0.11
82,Miguel Almirón,Newcastle United,36.0,3063.0,4,2,13.88,3.99,0.23,0.09,0.31
83,Che Adams,Southampton,30.0,1096.0,4,2,7.28,1.21,0.48,0.16,0.64
84,Allan Saint-Maximin,Newcastle United,26.0,1896.0,3,4,9.66,4.27,0.14,0.21,0.35
85,Dan Gosling,Bournemouth,24.0,1255.0,3,1,3.79,1.44,0.21,0.1,0.31
86,Junior Stanislas,Bournemouth,15.0,706.0,3,0,2.25,1.58,0.24,0.12,0.36
87,Aaron Cresswell,West Ham,31.0,2739.0,3,0,6.83,4.89,0.03,0.1,0.13
88,Patrick van Aanholt,Crystal Palace,29.0,2517.0,3,2,5.9,4.39,0.07,0.13,0.2
89,N'Golo Kanté,Chelsea,22.0,1733.0,3,0,7.21,4.84,0.08,0.08,0.16
90,Jeffrey Schlupp,Crystal Palace,17.0,1035.0,3,1,3.24,1.13,0.19,0.08,0.27
91,Ben Chilwell,Leicester,27.0,2382.0,3,3,10.09,8.04,0.04,0.13,0.18
92,Dominic Solanke,Bournemouth,32.0,1617.0,3,1,6.86,2.42,0.25,0.06,0.31
93,Roberto Pereyra,Watford,28.0,1656.0,3,0,4.78,1.63,0.17,0.07,0.24
94,Rodri,Manchester City,35.0,2488.0,3,2,22.7,21.22,0.03,0.11,0.13
95,Issa Diop,West Ham,32.0,2767.0,3,1,3.84,3.62,0.06,0.06,0.12
96,Ricardo Pereira,Leicester,28.0,2520.0,3,2,11.06,8.12,0.05,0.14,0.19
97,Luka Milivojevic,Crystal Palace,31.0,2519.0,3,1,4.5,3.99,0.09,0.06,0.15
98,Scott McTominay,Manchester United,27.0,1771.0,3,1,5.72,4.45,0.1,0.07,0.18
99,Daniel James,Manchester United,33.0,2291.0,3,6,11.16,5.4,0.14,0.17,0.31
100,Youri Tielemans,Leicester,37.0,2849.0,3,6,17.1,11.13,0.09,0.16,0.25
101,Lewis Dunk,Brighton,36.0,3233.0,3,3,8.55,8.35,0.1,0.04,0.14
102,Douglas Luiz,Aston Villa,36.0,2602.0,3,2,5.57,3.4,0.08,0.07,0.15
103,Pedro Neto,Wolverhampton Wanderers,29.0,911.0,3,3,7.69,4.65,0.19,0.26,0.45
104,Michael Obafemi,Southampton,21.0,654.0,3,2,2.88,0.52,0.3,0.17,0.47
105,Bernard,Everton,27.0,1267.0,3,2,6.57,3.05,0.12,0.16,0.28
106,Adam Webster,Brighton,31.0,2668.0,3,1,6.39,6.15,0.05,0.04,0.09
107,Billy Sharp,Sheffield United,25.0,1045.0,3,2,5.81,1.04,0.36,0.26,0.62
108,Conor Hourihane,Aston Villa,27.0,1549.0,3,5,6.01,3.16,0.09,0.33,0.43
109,John McGinn,Aston Villa,28.0,2323.0,3,3,9.97,5.29,0.15,0.1,0.26
110,Gabriel Martinelli,Arsenal,14.0,643.0,3,0,3.0,0.64,0.31,0.02,0.33
111,Aaron Connolly,Brighton,24.0,1279.0,3,1,4.36,0.35,0.32,0.04,0.36
112,Tomas Soucek,West Ham,13.0,1042.0,3,0,3.87,2.19,0.21,0.03,0.24
113,Steven Bergwijn,Tottenham,14.0,698.0,3,1,2.96,1.4,0.15,0.15,0.3
114,Fabian Schär,Newcastle United,22.0,1675.0,2,0,2.58,1.87,0.06,0.01,0.06
115,Joelinton,Newcastle United,38.0,2722.0,2,2,12.04,4.82,0.2,0.1,0.3
116,Pascal Groß,Brighton,29.0,1812.0,2,4,8.31,6.02,0.07,0.3,0.37
117,Ilkay Gündogan,Manchester City,31.0,2006.0,2,1,19.26,15.25,0.2,0.13,0.33
118,Sokratis,Arsenal,19.0,1698.0,2,0,4.34,4.34,0.08,0.04,0.12
119,Matt Ritchie,Newcastle United,18.0,1321.0,2,1,2.74,1.42,0.1,0.16,0.26
120,James Milner,Liverpool,22.0,895.0,2,2,6.65,5.74,0.22,0.09,0.31
121,Danny Welbeck,Watford,18.0,791.0,2,0,3.56,0.28,0.39,0.03,0.41
122,Theo Walcott,Everton,25.0,1310.0,2,3,8.4,2.61,0.24,0.27,0.51
123,Angelo Ogbonna,West Ham,31.0,2790.0,2,0,2.95,2.82,0.04,0.0,0.04
124,Nathan Aké,Bournemouth,29.0,2503.0,2,2,3.55,2.96,0.11,0.07,0.18
125,Christian Benteke,Crystal Palace,24.0,1249.0,2,1,6.47,0.72,0.33,0.18,0.51
126,Nicolás Otamendi,Manchester City,24.0,1705.0,2,0,10.64,10.6,0.11,0.01,0.12
127,Toby Alderweireld,Tottenham,33.0,2959.0,2,2,8.16,7.06,0.01,0.04,0.05
128,Erik Lamela,Tottenham,25.0,1190.0,2,1,6.64,4.44,0.17,0.08,0.25
129,Christian Eriksen,Tottenham,20.0,1075.0,2,2,4.08,1.78,0.15,0.19,0.34
130,Ashley Westwood,Burnley,35.0,3150.0,2,6,9.23,6.14,0.03,0.2,0.24
131,César Azpilicueta,Chelsea,36.0,3234.0,2,6,18.33,14.64,0.07,0.17,0.24
132,Federico Fernández,Newcastle United,32.0,2610.0,2,2,4.35,3.8,0.06,0.05,0.11
133,Gylfi Sigurdsson,Everton,35.0,2580.0,2,3,11.05,7.52,0.14,0.14,0.28
134,Demarai Gray,Leicester,21.0,580.0,2,3,4.82,1.81,0.43,0.35,0.78
135,Moussa Sissoko,Tottenham,29.0,2466.0,2,1,8.97,5.88,0.09,0.06,0.15
136,Craig Dawson,Watford,29.0,2356.0,2,0,4.2,3.99,0.09,0.01,0.1
137,Shane Long,Southampton,26.0,1403.0,2,2,5.5,0.84,0.29,0.17,0.46
138,Ciaran Clark,Newcastle United,14.0,1192.0,2,0,2.05,2.01,0.06,0.0,0.06
139,Matej Vydra,Burnley,19.0,794.0,2,1,5.32,0.67,0.45,0.08,0.54
140,Tyrone Mings,Aston Villa,33.0,2902.0,2,2,5.11,5.07,0.03,0.02,0.05
141,Moise Kean,Everton,29.0,783.0,2,2,6.87,1.09,0.48,0.27,0.74
142,Michael Keane,Everton,31.0,2550.0,2,0,5.47,4.87,0.07,0.02,0.09
143,Andre Gray,Watford,23.0,725.0,2,0,4.65,0.3,0.32,0.23,0.55
144,James Tarkowski,Burnley,38.0,3420.0,2,2,3.14,2.99,0.07,0.09,0.16
145,David Luiz,Arsenal,33.0,2818.0,2,1,9.72,8.91,0.05,0.03,0.08
146,Andrew Robertson,Liverpool,36.0,3114.0,2,12,20.4,15.31,0.05,0.23,0.28
147,Jeff Hendrick,Burnley,24.0,1944.0,2,2,4.95,2.43,0.1,0.06,0.16
148,Antonio Rüdiger,Chelsea,20.0,1710.0,2,0,6.22,6.19,0.05,0.06,0.11
149,Jonny,Wolverhampton Wanderers,35.0,2907.0,2,2,10.03,7.45,0.05,0.05,0.1
150,Pablo Fornals,West Ham,36.0,2190.0,2,5,7.56,4.67,0.11,0.09,0.2
151,Fabinho,Liverpool,28.0,2063.0,2,3,11.5,10.29,0.01,0.07,0.09
152,Romain Saiss,Wolverhampton Wanderers,33.0,2702.0,2,1,10.52,9.56,0.12,0.04,0.16
153,Patrick Cutrone,Wolverhampton Wanderers,12.0,291.0,2,0,2.31,0.0,0.71,0.15,0.86
154,Florian Lejeune,Newcastle United,6.0,442.0,2,0,0.27,0.21,0.08,0.01,0.09
155,Naby Keita,Liverpool,18.0,812.0,2,3,9.59,5.73,0.19,0.36,0.55
156,Wilfred Ndidi,Leicester,32.0,2679.0,2,1,10.08,9.05,0.06,0.02,0.08
157,Tanguy NDombele Alvaro,Tottenham,21.0,1002.0,2,2,5.34,4.96,0.03,0.07,0.1
158,Aaron Mooy,Brighton,31.0,2095.0,2,2,8.61,4.26,0.11,0.16,0.27
159,Jetro Willems,Newcastle United,19.0,1501.0,2,2,3.27,1.97,0.03,0.06,0.09
160,Cenk Tosun,"Crystal Palace, Everton",10.0,467.0,2,0,2.32,0.26,0.37,0.12,0.49
161,Eddie Nketiah,Arsenal,13.0,629.0,2,0,4.13,0.58,0.5,0.09,0.59
162,Yerry Mina,Everton,29.0,2276.0,2,1,4.24,3.93,0.12,0.07,0.19
163,Dwight McNeil,Burnley,38.0,3360.0,2,6,10.7,3.79,0.05,0.2,0.25
164,Alireza Jahanbakhsh,Brighton,10.0,301.0,2,0,1.59,0.73,0.18,0.3,0.47
165,Rúben Neves,Wolverhampton Wanderers,38.0,3081.0,2,2,13.93,11.2,0.05,0.08,0.12
166,Moussa Djenepo,Southampton,18.0,920.0,2,2,5.6,2.57,0.22,0.2,0.42
167,John Egan,Sheffield United,36.0,3193.0,2,0,3.89,3.76,0.08,0.01,0.09
168,George Baldock,Sheffield United,38.0,3420.0,2,3,8.72,7.15,0.02,0.04,0.06
169,Enda Stevens,Sheffield United,38.0,3350.0,2,4,13.61,10.1,0.04,0.15,0.19
170,David McGoldrick,Sheffield United,28.0,1841.0,2,2,12.24,3.09,0.43,0.1,0.53
171,Matthew Longstaff,Newcastle United,9.0,564.0,2,0,1.11,0.25,0.11,0.03,0.14
172,Mario Vrancic,Norwich,20.0,613.0,1,0,1.72,1.23,0.16,0.15,0.31
173,Jannik Vestergaard,Southampton,19.0,1500.0,1,0,3.91,3.75,0.04,0.05,0.09
174,Chicharito,West Ham,2.0,107.0,1,0,0.9,0.07,0.74,0.0,0.74
175,Granit Xhaka,Arsenal,31.0,2598.0,1,2,12.97,12.26,0.02,0.03,0.05
176,Josip Drmic,Norwich,21.0,609.0,1,0,2.38,0.24,0.43,0.14,0.57
177,Joel Matip,Liverpool,9.0,706.0,1,0,1.56,1.54,0.04,0.0,0.04
178,Steve Cook,Bournemouth,29.0,2431.0,1,0,3.92,3.8,0.02,0.03,0.05
179,Adam Lallana,Liverpool,15.0,362.0,1,1,3.72,2.31,0.2,0.16,0.36
180,Héctor Bellerín,Arsenal,15.0,1164.0,1,0,4.19,3.45,0.03,0.03,0.07
181,Mesut Özil,Arsenal,18.0,1472.0,1,2,8.4,6.21,0.1,0.14,0.24
182,Alex Iwobi,Everton,25.0,1637.0,1,0,7.12,3.3,0.14,0.12,0.26
183,Calum Chambers,Arsenal,14.0,1102.0,1,1,4.41,3.21,0.05,0.18,0.23
184,Connor Wickham,Crystal Palace,6.0,78.0,1,1,1.45,0.02,1.29,0.49,1.78
185,James Tomkins,Crystal Palace,18.0,1589.0,1,1,2.65,2.53,0.06,0.01,0.07
186,Cheikhou Kouyaté,Crystal Palace,35.0,2560.0,1,1,3.46,1.34,0.07,0.03,0.1
187,Jesse Lingard,Manchester United,22.0,919.0,1,0,7.16,3.93,0.23,0.11,0.34
188,Ross Barkley,Chelsea,21.0,1100.0,1,4,10.34,6.37,0.23,0.23,0.47
189,Tom Cleverley,Watford,18.0,952.0,1,0,4.65,2.59,0.17,0.07,0.24
190,Kyle Walker,Manchester City,29.0,2407.0,1,4,17.88,16.14,0.05,0.07,0.12
191,Jan Vertonghen,Tottenham,23.0,1651.0,1,1,4.37,3.72,0.03,0.06,0.09
192,Pedro,Chelsea,11.0,661.0,1,1,4.75,1.56,0.34,0.15,0.48
193,Fikayo Tomori,Chelsea,15.0,1299.0,1,0,5.06,5.0,0.04,0.01,0.05
194,DeAndre Yedlin,Newcastle United,16.0,935.0,1,0,2.29,1.34,0.07,0.03,0.1
195,Jamaal Lascelles,Newcastle United,24.0,2084.0,1,0,3.0,2.85,0.02,0.01,0.03
196,Andros Townsend,Crystal Palace,24.0,1272.0,1,1,2.36,1.2,0.03,0.12,0.15
197,Robbie Brady,Burnley,17.0,436.0,1,2,1.5,0.89,0.21,0.07,0.27
198,Alexander Tettey,Norwich,30.0,2372.0,1,1,5.79,5.04,0.03,0.02,0.04
199,Jonny Evans,Leicester,38.0,3390.0,1,1,10.94,10.73,0.07,0.01,0.08
200,Ryan Bertrand,Southampton,32.0,2742.0,1,1,8.07,5.93,0.07,0.12,0.18
201,Cédric Soares,"Arsenal, Southampton",21.0,1567.0,1,1,3.04,2.0,0.04,0.05,0.09
202,Glenn Murray,Brighton,23.0,761.0,1,1,3.27,0.6,0.31,0.1,0.41
203,Matt Targett,Aston Villa,28.0,2305.0,1,2,7.99,6.49,0.02,0.13,0.14
204,Xherdan Shaqiri,Liverpool,7.0,175.0,1,0,0.72,0.04,0.28,0.09,0.37
205,Andreas Pereira,Manchester United,25.0,1501.0,1,3,8.95,4.53,0.14,0.22,0.36
206,Tom Davies,Everton,30.0,2025.0,1,0,6.3,5.53,0.07,0.02,0.1
207,Felipe Anderson,West Ham,25.0,1531.0,1,4,8.1,3.81,0.15,0.16,0.31
208,Lucas Torreira,Arsenal,29.0,1496.0,1,1,6.48,4.91,0.09,0.05,0.14
209,Dennis Praet,Leicester,27.0,1124.0,1,2,6.81,5.09,0.1,0.12,0.22
210,Adam Masina,Watford,26.0,1818.0,1,0,2.98,2.15,0.04,0.02,0.06
211,Ben Mee,Burnley,32.0,2880.0,1,1,1.88,1.74,0.04,0.06,0.1
212,Johann Berg Gudmundsson,Burnley,12.0,629.0,1,1,1.57,1.01,0.1,0.13,0.23
213,Michy Batshuayi,Chelsea,16.0,194.0,1,1,3.13,0.22,1.41,0.09,1.5
214,Ryan Fraser,Bournemouth,28.0,2054.0,1,4,9.42,4.5,0.15,0.16,0.31
215,Ahmed Elmohamady,Aston Villa,18.0,1007.0,1,1,3.63,2.73,0.02,0.2,0.22
216,Harry Maguire,Manchester United,38.0,3420.0,1,0,12.03,11.71,0.07,0.01,0.08
217,Jack Stephens,Southampton,28.0,2456.0,1,3,5.81,4.65,0.03,0.04,0.08
218,Paul Pogba,Manchester United,16.0,1206.0,1,3,8.77,7.23,0.16,0.23,0.39
219,Jarrod Bowen,West Ham,13.0,935.0,1,4,5.65,2.03,0.22,0.25,0.47
220,Jefferson Lerma,Bournemouth,33.0,2724.0,1,2,8.76,8.17,0.03,0.05,0.08
221,Emiliano Buendía,Norwich,36.0,2462.0,1,7,12.55,7.51,0.08,0.26,0.34
222,Mateo Kovacic,Chelsea,31.0,2086.0,1,3,10.11,9.04,0.04,0.08,0.12
223,Aymeric Laporte,Manchester City,15.0,1112.0,1,0,7.43,7.25,0.06,0.01,0.07
224,João Moutinho,Wolverhampton Wanderers,38.0,3100.0,1,6,11.93,10.86,0.02,0.2,0.22
225,Serge Aurier,Tottenham,33.0,2716.0,1,5,10.13,6.8,0.02,0.12,0.14
226,Florin Andone,Brighton,3.0,69.0,1,0,0.36,0.0,0.48,0.08,0.55
227,Callum Robinson,Sheffield United,16.0,674.0,1,1,2.84,0.7,0.21,0.09,0.3
228,Caglar Söyüncü,Leicester,34.0,3042.0,1,1,6.56,6.46,0.04,0.01,0.05
229,Declan Rice,West Ham,38.0,3420.0,1,3,8.69,7.64,0.03,0.03,0.07
230,Yves Bissouma,Brighton,22.0,1270.0,1,0,3.37,2.93,0.03,0.01,0.04
231,Philip Billing,Bournemouth,34.0,2542.0,1,1,7.0,5.09,0.08,0.05,0.13
232,Jan Bednarek,Southampton,34.0,3059.0,1,1,4.89,4.87,0.03,0.03,0.06
233,Shane Duffy,Brighton,19.0,1226.0,1,0,2.05,1.91,0.09,0.01,0.1
234,Davy Pröpper,Brighton,35.0,2826.0,1,2,11.89,8.67,0.06,0.09,0.15
235,Isaac Hayden,Newcastle United,29.0,2224.0,1,2,7.83,4.89,0.06,0.1,0.16
236,Victor Lindelöf,Manchester United,35.0,3100.0,1,0,8.88,8.87,0.01,0.01,0.02
237,Will Hughes,Watford,30.0,2300.0,1,1,6.43,3.4,0.09,0.09,0.18
238,Valentino Lazaro,Newcastle United,13.0,455.0,1,0,1.67,1.19,0.1,0.04,0.13
239,Hamza Choudhury,Leicester,20.0,879.0,1,1,2.75,2.53,0.03,0.01,0.05
240,Callum Hudson-Odoi,Chelsea,22.0,816.0,1,5,7.25,3.85,0.22,0.3,0.52
241,Reiss Nelson,Arsenal,17.0,621.0,1,0,1.93,0.76,0.18,0.05,0.24
242,Joe Willock,Arsenal,29.0,819.0,1,1,5.56,3.18,0.26,0.12,0.37
243,Curtis Jones,Liverpool,6.0,108.0,1,0,1.37,0.93,0.68,0.0,0.68
244,David Brooks,Bournemouth,9.0,533.0,1,0,0.86,0.13,0.07,0.09,0.16
245,Kortney Hause,Aston Villa,18.0,1541.0,1,0,1.74,1.74,0.16,0.03,0.19
246,Fabián Balbuena,West Ham,17.0,1174.0,1,0,1.55,1.55,0.1,0.04,0.14
247,Sean Longstaff,Newcastle United,23.0,1354.0,1,1,2.81,2.14,0.08,0.06,0.14
248,Björn Engels,Aston Villa,17.0,1447.0,1,0,3.8,3.75,0.05,0.01,0.06
249,Bukayo Saka,Arsenal,26.0,1769.0,1,5,7.81,5.02,0.06,0.19,0.25
250,Chris Mepham,Bournemouth,12.0,909.0,1,0,0.94,0.75,0.1,0.01,0.11
251,Jamal Lewis,Norwich,28.0,2311.0,1,0,4.07,2.89,0.01,0.04,0.05
252,Kenny McLean,Norwich,37.0,2955.0,1,1,8.08,6.27,0.04,0.08,0.12
253,Onel Hernández,Norwich,26.0,1377.0,1,2,3.51,0.9,0.12,0.06,0.18
254,Oliver Norwood,Sheffield United,38.0,3119.0,1,1,9.95,9.05,0.04,0.11,0.15
255,Ezri Konsa Ngoyo,Aston Villa,25.0,2054.0,1,2,2.95,2.55,0.07,0.04,0.11
256,Dennis Srbeny,Norwich,8.0,29.0,1,0,0.43,0.0,1.5,0.0,1.5
257,Brandon Williams,Manchester United,17.0,1005.0,1,0,5.71,4.35,0.09,0.06,0.15
258,Kieran Tierney,Arsenal,15.0,996.0,1,1,2.88,2.31,0.02,0.07,0.09
259,Sander Berge,Sheffield United,14.0,957.0,1,1,2.36,1.21,0.06,0.07,0.12
260,Mbwana Samatta,Aston Villa,14.0,962.0,1,0,3.42,1.35,0.24,0.03,0.27
261,Daniel Podence,Wolverhampton Wanderers,9.0,284.0,1,0,2.38,0.6,0.43,0.24,0.68
262,Yoshinori Muto,Newcastle United,8.0,193.0,0,0,0.21,0.11,0.04,0.01,0.05
263,Lukas Rupp,Norwich,12.0,701.0,0,0,2.55,0.92,0.11,0.1,0.21
264,Timm Klose,Norwich,7.0,591.0,0,0,0.47,0.47,0.04,0.0,0.04
265,Bernd Leno,Arsenal,30.0,2649.0,0,0,4.04,4.04,0.0,0.0,0.0
266,Andreas Christensen,Chelsea,21.0,1758.0,0,0,6.6,6.25,0.03,0.04,0.08
267,Ørjan Nyland,Aston Villa,7.0,536.0,0,0,0.19,0.19,0.0,0.0,0.0
268,Henrikh Mkhitaryan,Arsenal,3.0,109.0,0,0,0.87,0.29,0.35,0.23,0.58
269,Ralf Fährmann,Norwich,1.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0
270,Leroy Sané,Manchester City,1.0,6.0,0,0,0.17,0.12,1.47,0.0,1.47
271,Max Meyer,Crystal Palace,17.0,641.0,0,0,0.86,0.38,0.06,0.03,0.09
272,Sead Kolasinac,Arsenal,26.0,1687.0,0,2,8.03,7.04,0.01,0.07,0.08
273,Pierre-Emile Højbjerg,Southampton,33.0,2740.0,0,1,11.66,8.35,0.1,0.06,0.17
274,Simon Francis,Bournemouth,15.0,956.0,0,0,1.76,1.68,0.01,0.04,0.05
275,Charlie Daniels,Bournemouth,2.0,126.0,0,0,0.49,0.42,0.0,0.1,0.1
276,Andrew Surman,Bournemouth,5.0,230.0,0,0,0.94,0.89,0.01,0.02,0.03
277,Jordon Ibe,Bournemouth,2.0,39.0,0,0,0.02,0.02,0.0,0.0,0.0
278,Mamadou Sakho,Crystal Palace,14.0,928.0,0,0,1.74,1.71,0.0,0.0,0.0
