,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
25,Steven Gerrard,Liverpool,28.0,2239.0,9,1,8.18,5.59,0.29,0.13,0.41
26,Ki Sung-yueng,Swansea,33.0,2692.0,8,1,11.96,9.0,0.14,0.04,0.19
27,Jonathan Walters,Stoke,32.0,2439.0,8,4,9.58,2.67,0.21,0.12,0.32
28,Peter Crouch,Stoke,33.0,1648.0,8,2,9.37,3.59,0.37,0.1,0.47
29,Nikica Jelavic,Hull,26.0,1815.0,8,1,5.71,1.09,0.24,0.04,0.29
30,Kevin Mirallas,Everton,29.0,1430.0,7,1,6.5,2.28,0.3,0.1,0.4
31,Raheem Sterling,Liverpool,35.0,3059.0,7,7,18.2,5.5,0.26,0.18,0.44
32,Loïc Remy,"Chelsea, Queens Park Rangers",21.0,839.0,7,0,5.65,1.65,0.5,0.06,0.56
33,Gylfi Sigurdsson,Swansea,32.0,2721.0,7,10,15.55,7.12,0.17,0.28,0.45
34,Bafétimbi Gomis,Swansea,31.0,1619.0,7,0,7.25,1.54,0.42,0.05,0.47
35,Ayoze Pérez,Newcastle United,36.0,2369.0,7,0,9.57,3.02,0.22,0.11,0.33
36,Charlie Adam,Stoke,29.0,1482.0,7,1,6.18,3.74,0.21,0.16,0.37
37,Glenn Murray,Crystal Palace,17.0,859.0,7,3,5.49,0.82,1.0,0.16,1.16
38,Santiago Cazorla,Arsenal,37.0,2999.0,7,11,24.66,16.91,0.32,0.29,0.61
39,Aaron Ramsey,Arsenal,29.0,2013.0,6,6,16.72,8.17,0.3,0.24,0.53
40,Jason Puncheon,Crystal Palace,37.0,2823.0,6,7,8.86,4.62,0.09,0.17,0.26
41,Ander Herrera,Manchester United,26.0,1877.0,6,4,11.65,8.67,0.1,0.1,0.2
42,Jordan Henderson,Liverpool,37.0,3253.0,6,9,16.31,8.8,0.12,0.19,0.31
43,Marouane Fellaini,Manchester United,27.0,1824.0,6,0,9.25,4.7,0.26,0.06,0.32
44,Oscar,Chelsea,28.0,2072.0,6,8,15.8,7.15,0.28,0.23,0.51
45,Leroy Fer,Queens Park Rangers,29.0,2375.0,6,2,10.68,4.39,0.19,0.14,0.33
46,Steven Naismith,Everton,31.0,2051.0,6,0,7.2,2.95,0.17,0.09,0.26
47,Gabriel Agbonlahor,Aston Villa,34.0,2698.0,6,1,8.04,1.66,0.19,0.05,0.24
48,Stewart Downing,West Ham,37.0,3315.0,6,8,13.64,7.33,0.11,0.18,0.29
49,Frank Lampard,Manchester City,32.0,958.0,6,1,11.04,7.29,0.38,0.09,0.47
50,Adam Lallana,Liverpool,27.0,1802.0,5,3,10.23,4.9,0.24,0.16,0.4
51,Philippe Coutinho,Liverpool,35.0,2810.0,5,5,13.68,7.0,0.14,0.18,0.32
52,James Milner,Manchester City,32.0,1732.0,5,7,15.7,8.75,0.3,0.26,0.56
53,Theo Walcott,Arsenal,14.0,427.0,5,0,5.93,0.7,1.13,0.08,1.21
54,Mile Jedinak,Crystal Palace,24.0,2092.0,5,3,3.54,2.99,0.17,0.04,0.21
55,Connor Wickham,Sunderland,36.0,2782.0,5,1,12.3,4.78,0.25,0.06,0.31
56,Andy Carroll,West Ham,14.0,1032.0,5,1,3.29,0.47,0.32,0.07,0.39
57,Dame N'Doye,Hull,15.0,1195.0,5,1,6.65,1.15,0.41,0.08,0.49
58,Dwight Gayle,Crystal Palace,25.0,1069.0,5,1,3.37,0.81,0.43,0.06,0.5
59,Jamie Vardy,Leicester,34.0,2261.0,5,8,14.47,2.14,0.31,0.21,0.52
60,Shane Long,Southampton,32.0,1522.0,5,5,9.55,3.29,0.24,0.16,0.4
61,John Terry,Chelsea,38.0,3420.0,5,0,8.55,8.17,0.14,0.01,0.15
62,Steven Fletcher,Sunderland,30.0,1782.0,5,2,9.39,2.31,0.34,0.1,0.44
63,Stevan Jovetic,Manchester City,17.0,791.0,5,3,6.67,3.65,0.38,0.21,0.59
64,George Boyd,"Burnley, Hull",36.0,3035.0,5,2,9.53,3.81,0.1,0.11,0.21
65,David Nugent,Leicester,29.0,1685.0,5,2,7.81,2.34,0.33,0.1,0.43
66,Ashley Barnes,Burnley,35.0,2435.0,5,2,9.15,3.27,0.21,0.07,0.28
67,Esteban Cambiasso,Leicester,31.0,2432.0,5,1,7.09,4.2,0.09,0.07,0.16
68,Daniel Sturridge,Liverpool,12.0,747.0,4,1,7.01,1.79,0.54,0.18,0.73
69,Mesut Özil,Arsenal,22.0,1861.0,4,5,16.42,9.92,0.19,0.32,0.51
70,Danny Welbeck,"Arsenal, Manchester United",27.0,1714.0,4,3,12.94,4.49,0.38,0.15,0.53
71,Yannick Bolasie,Crystal Palace,34.0,2788.0,4,6,11.89,3.09,0.16,0.17,0.32
72,Wilfried Zaha,Crystal Palace,31.0,1989.0,4,2,6.59,2.3,0.22,0.1,0.31
73,Cheikhou Kouyaté,West Ham,31.0,2670.0,4,2,6.41,3.31,0.1,0.04,0.14
74,Enner Valencia,West Ham,32.0,2119.0,4,3,8.84,2.9,0.28,0.11,0.39
75,Morgan Schneiderlin,Southampton,26.0,2183.0,4,1,8.42,7.16,0.1,0.06,0.16
76,Phil Jagielka,Everton,37.0,3295.0,4,0,7.11,7.0,0.07,0.0,0.07
77,Chris Smalling,Manchester United,25.0,1881.0,4,0,4.17,4.01,0.09,0.02,0.11
78,Fraizer Campbell,Crystal Palace,20.0,1187.0,4,0,3.95,0.77,0.32,0.04,0.36
79,Branislav Ivanovic,Chelsea,38.0,3420.0,4,5,17.02,11.98,0.12,0.14,0.25
80,Falcao,Manchester United,26.0,1278.0,4,4,9.53,2.63,0.5,0.13,0.64
81,Jermain Defoe,Sunderland,17.0,1468.0,4,0,7.37,2.51,0.25,0.08,0.32
82,Riyad Mahrez,Leicester,30.0,2091.0,4,3,11.15,3.3,0.21,0.26,0.47
83,Jack Colback,Newcastle United,35.0,3130.0,4,6,7.6,4.67,0.08,0.07,0.15
84,Moussa Sissoko,Newcastle United,34.0,3037.0,4,2,12.27,6.72,0.12,0.14,0.26
85,Dusan Tadic,Southampton,31.0,2072.0,4,7,18.35,7.75,0.24,0.39,0.64
86,Bojan,Stoke,16.0,1236.0,4,1,3.77,1.55,0.19,0.12,0.31
87,Adam Johnson,Sunderland,32.0,2085.0,4,1,7.58,4.62,0.14,0.17,0.31
88,Jordi Gómez,Sunderland,29.0,1952.0,4,2,6.75,4.44,0.17,0.08,0.25
89,Brown Ideye,West Bromwich Albion,24.0,1286.0,4,2,4.58,1.57,0.28,0.09,0.36
90,Edin Dzeko,Manchester City,22.0,928.0,4,2,6.8,2.67,0.39,0.13,0.51
91,Abel Hernández,Hull,25.0,1307.0,4,1,4.14,0.83,0.37,0.06,0.43
92,Didier Drogba,Chelsea,28.0,831.0,4,1,5.03,2.01,0.3,0.17,0.46
93,Mohamed Diamé,"Hull, West Ham",15.0,937.0,4,0,2.14,0.9,0.12,0.02,0.13
94,Eduardo Vargas,Queens Park Rangers,21.0,1389.0,3,2,6.13,2.88,0.23,0.12,0.34
95,André Schürrle,Chelsea,14.0,428.0,3,0,4.82,1.4,0.68,0.13,0.81
96,Laurent Koscielny,Arsenal,27.0,2289.0,3,0,3.69,3.62,0.05,0.0,0.05
97,Victor Moses,Stoke,19.0,1473.0,3,3,6.23,1.94,0.28,0.14,0.42
98,Seamus Coleman,Everton,35.0,3062.0,3,2,8.56,5.94,0.06,0.08,0.14
99,Tom Cleverley,"Aston Villa, Manchester United",32.0,2633.0,3,0,5.82,4.16,0.06,0.05,0.11
100,Fernandinho,Manchester City,33.0,2283.0,3,3,13.15,9.67,0.09,0.11,0.2
101,Danny Rose,Tottenham,28.0,2386.0,3,4,10.74,7.36,0.06,0.11,0.17
102,Cesc Fàbregas,Chelsea,34.0,2895.0,3,18,23.01,16.97,0.1,0.32,0.42
103,Jack Cork,"Southampton, Swansea",27.0,1795.0,3,0,8.95,7.32,0.16,0.04,0.19
104,Wayne Routledge,Swansea,29.0,2327.0,3,1,8.54,3.12,0.15,0.09,0.24
105,Jack Rodwell,Sunderland,23.0,1483.0,3,0,5.96,4.82,0.15,0.02,0.17
106,Sebastian Larsson,Sunderland,36.0,3079.0,3,3,8.63,5.84,0.08,0.1,0.18
107,Jeffrey Schlupp,Leicester,32.0,2557.0,3,2,7.16,3.82,0.08,0.05,0.14
108,Jonjo Shelvey,Swansea,31.0,2471.0,3,5,11.99,7.1,0.17,0.11,0.27
109,Nathan Dyer,Swansea,32.0,1879.0,3,2,8.58,5.94,0.1,0.11,0.2
110,Craig Gardner,West Bromwich Albion,35.0,2697.0,3,4,8.16,4.23,0.11,0.11,0.22
111,Victor Anichebe,West Bromwich Albion,21.0,1019.0,3,1,3.21,1.09,0.16,0.12,0.28
112,Victor Wanyama,Southampton,32.0,2367.0,3,1,7.77,5.48,0.07,0.04,0.1
113,Matt Phillips,Queens Park Rangers,25.0,1827.0,3,8,5.41,1.11,0.15,0.15,0.3
114,Steven N'Zonzi,Stoke,38.0,3381.0,3,1,9.02,6.26,0.07,0.05,0.12
115,Morgan Amalfitano,West Ham,24.0,1174.0,3,1,5.84,3.06,0.2,0.08,0.28
116,Ángel Di María,Manchester United,27.0,1642.0,3,10,8.84,3.15,0.16,0.4,0.56
117,Samuel Eto'o,Everton,14.0,765.0,3,1,4.1,2.01,0.28,0.12,0.4
118,Bobby Zamora,Queens Park Rangers,31.0,1779.0,3,4,9.42,3.24,0.15,0.3,0.46
119,Andreas Weimann,Aston Villa,31.0,1782.0,3,2,4.37,0.96,0.14,0.06,0.19
120,Héctor Bellerín,Arsenal,20.0,1564.0,2,1,6.44,5.21,0.02,0.1,0.12
121,Scott Dann,Crystal Palace,34.0,2926.0,2,3,3.48,2.95,0.04,0.09,0.13
122,Joe Ledley,Crystal Palace,32.0,2581.0,2,0,3.83,2.53,0.06,0.05,0.11
123,Emmanuel Adebayor,Tottenham,13.0,811.0,2,1,5.35,1.7,0.32,0.15,0.47
124,Mark Noble,West Ham,28.0,2321.0,2,3,8.77,7.17,0.09,0.12,0.21
125,Aaron Cresswell,West Ham,38.0,3420.0,2,4,9.59,6.95,0.03,0.13,0.16
126,Daley Blind,Manchester United,25.0,2174.0,2,2,9.22,7.47,0.04,0.06,0.1
127,Leighton Baines,Everton,31.0,2775.0,2,9,9.68,6.83,0.1,0.21,0.3
128,James McCarthy,Everton,28.0,2416.0,2,1,8.4,6.61,0.05,0.04,0.09
129,Ross Barkley,Everton,29.0,1967.0,2,2,8.09,4.67,0.17,0.12,0.29
130,Aaron Lennon,"Everton, Tottenham",23.0,1345.0,2,2,5.87,2.6,0.08,0.18,0.26
131,Nathaniel Clyne,Southampton,35.0,3148.0,2,0,8.07,5.57,0.03,0.06,0.09
132,Alberto Moreno,Liverpool,28.0,2273.0,2,0,6.78,3.96,0.08,0.07,0.14
133,Fernando,Manchester City,25.0,1886.0,2,2,11.18,9.97,0.08,0.08,0.16
134,Aleksandar Kolarov,Manchester City,21.0,1483.0,2,3,6.38,5.42,0.06,0.11,0.17
135,Ashley Young,Manchester United,26.0,2076.0,2,5,7.87,3.89,0.11,0.18,0.29
136,James McArthur,Crystal Palace,32.0,2623.0,2,0,6.69,3.59,0.07,0.06,0.13
137,Eric Dier,Tottenham,28.0,2288.0,2,2,8.79,7.49,0.06,0.06,0.11
138,Erik Lamela,Tottenham,33.0,2297.0,2,7,11.23,7.29,0.1,0.24,0.34
139,Willian,Chelsea,36.0,2439.0,2,3,17.25,9.93,0.16,0.21,0.37
140,Wes Morgan,Leicester,37.0,3293.0,2,2,2.87,2.13,0.06,0.03,0.09
141,Marc Albrighton,Leicester,18.0,1011.0,2,3,6.1,3.26,0.12,0.35,0.47
142,Andros Townsend,Tottenham,17.0,767.0,2,2,2.93,1.84,0.21,0.11,0.32
143,Andy King,Leicester,24.0,1366.0,2,0,4.11,2.85,0.14,0.01,0.14
144,Craig Dawson,West Bromwich Albion,29.0,2593.0,2,0,3.12,2.87,0.06,0.01,0.07
145,Rickie Lambert,Liverpool,25.0,798.0,2,2,4.12,1.73,0.21,0.1,0.3
146,James Chester,Hull,23.0,1878.0,2,0,2.35,2.19,0.03,0.01,0.04
147,Ryan Bertrand,Southampton,34.0,3057.0,2,2,11.75,8.78,0.03,0.11,0.14
148,Samir Nasri,Manchester City,24.0,1596.0,2,6,12.84,8.55,0.14,0.25,0.39
149,Ryan Shawcross,Stoke,32.0,2831.0,2,1,3.21,2.37,0.07,0.04,0.11
150,Leon Osman,Everton,21.0,1262.0,2,2,6.01,3.73,0.19,0.11,0.3
151,Chris Brunt,West Bromwich Albion,34.0,2901.0,2,10,6.67,4.85,0.06,0.17,0.23
152,Marouane Chamakh,Crystal Palace,18.0,1163.0,2,0,2.58,1.09,0.16,0.05,0.21
153,Yoan Gouffran,Newcastle United,31.0,1991.0,2,1,4.42,2.55,0.07,0.07,0.14
154,Brede Hangeland,Crystal Palace,14.0,1175.0,2,1,0.92,0.87,0.08,0.04,0.12
155,Ramires,Chelsea,23.0,1089.0,2,4,7.35,3.96,0.15,0.17,0.33
156,Mauro Zárate,"Queens Park Rangers, West Ham",11.0,481.0,2,1,1.22,0.56,0.13,0.08,0.21
157,Andrej Kramaric,Leicester,13.0,569.0,2,0,2.53,0.41,0.33,0.11,0.44
158,James Morrison,West Bromwich Albion,33.0,2567.0,2,1,8.34,6.15,0.06,0.11,0.17
159,Jack Wilshere,Arsenal,14.0,739.0,2,1,7.23,4.52,0.29,0.17,0.47
160,Ben Mee,Burnley,33.0,2889.0,2,1,4.24,3.46,0.06,0.03,0.09
161,Scott Arfield,Burnley,37.0,3210.0,2,1,8.51,5.22,0.09,0.06,0.15
162,Ahmed Elmohamady,Hull,38.0,3420.0,2,5,9.79,4.93,0.05,0.13,0.18
163,Eljero Elia,Southampton,16.0,798.0,2,0,1.74,0.86,0.08,0.08,0.17
164,Carlton Cole,West Ham,23.0,894.0,2,0,2.54,1.45,0.17,0.07,0.24
165,Niko Kranjcar,Queens Park Rangers,22.0,1108.0,2,1,3.01,1.03,0.16,0.14,0.3
166,Tomas Rosicky,Arsenal,15.0,562.0,2,1,4.89,3.27,0.16,0.25,0.4
167,Lazar Markovic,Liverpool,19.0,932.0,2,1,5.3,2.21,0.18,0.14,0.32
168,Sammy Ameobi,Newcastle United,25.0,1416.0,2,2,3.59,1.51,0.06,0.12,0.18
169,Joe Allen,Liverpool,21.0,1477.0,1,0,3.11,2.21,0.04,0.03,0.08
170,Calum Chambers,Arsenal,23.0,1574.0,1,1,3.62,3.28,0.05,0.05,0.1
171,Joel Ward,Crystal Palace,37.0,3330.0,1,0,2.68,2.13,0.01,0.02,0.03
172,Winston Reid,West Ham,30.0,2497.0,1,0,3.96,3.86,0.04,0.04,0.09
173,James Tomkins,West Ham,22.0,1858.0,1,3,1.53,1.44,0.1,0.1,0.2
174,John Stones,Everton,23.0,2046.0,1,0,3.36,3.28,0.01,0.03,0.04
175,Arouna Koné,Everton,12.0,611.0,1,1,2.42,1.07,0.17,0.11,0.27
176,Emre Can,Liverpool,27.0,2068.0,1,0,6.68,5.87,0.02,0.06,0.08
177,Martin Skrtel,Liverpool,33.0,2970.0,1,0,6.89,6.73,0.03,0.01,0.04
178,Pablo Zabaleta,Manchester City,29.0,2590.0,1,4,17.0,14.82,0.05,0.13,0.18
179,Gaël Clichy,Manchester City,23.0,2060.0,1,3,10.75,8.6,0.05,0.1,0.15
180,Martín Demichelis,Manchester City,31.0,2554.0,1,0,10.53,10.46,0.01,0.01,0.02
181,Toby Alderweireld,Southampton,26.0,2264.0,1,0,5.91,5.19,0.04,0.03,0.06
182,Mousa Dembélé,Tottenham,26.0,1122.0,1,1,3.64,2.89,0.09,0.06,0.15
183,Ryan Mason,Tottenham,31.0,2342.0,1,4,12.23,7.43,0.11,0.1,0.21
184,Michael Carrick,Manchester United,18.0,1460.0,1,2,7.28,6.09,0.02,0.1,0.12
185,Alan Hutton,Aston Villa,30.0,2415.0,1,0,5.22,3.38,0.03,0.07,0.11
186,Joleon Lescott,West Bromwich Albion,34.0,3060.0,1,2,3.88,3.88,0.07,0.02,0.09
187,Carlos Sánchez,Aston Villa,28.0,1987.0,1,0,3.63,3.24,0.02,0.03,0.05
188,Jores Okore,Aston Villa,23.0,2005.0,1,0,3.59,3.48,0.04,0.02,0.06
189,Scott Sinclair,"Aston Villa, Manchester City",11.0,458.0,1,0,1.44,0.5,0.2,0.02,0.22
190,Nemanja Matic,Chelsea,36.0,3124.0,1,3,14.2,12.93,0.08,0.07,0.15
191,Gary Cahill,Chelsea,36.0,2986.0,1,0,5.61,5.4,0.06,0.05,0.11
192,Jefferson Montero,Swansea,30.0,1551.0,1,7,6.56,3.3,0.06,0.21,0.27
193,Fabio Borini,Liverpool,12.0,389.0,1,1,2.36,0.16,0.45,0.22,0.67
194,Lee Cattermole,Sunderland,28.0,2367.0,1,0,5.42,4.69,0.01,0.04,0.05
195,Robert Huth,"Leicester, Stoke",15.0,1186.0,1,0,0.95,0.85,0.09,0.0,0.09
196,Marcin Wasilewski,Leicester,25.0,1985.0,1,1,2.43,1.99,0.06,0.04,0.1
197,Daryl Janmaat,Newcastle United,37.0,3263.0,1,6,6.79,4.36,0.04,0.08,0.12
198,Steven Taylor,Newcastle United,10.0,655.0,1,0,0.81,0.71,0.06,0.0,0.06
199,Siem de Jong,Newcastle United,4.0,143.0,1,0,0.96,0.09,0.3,0.25,0.55
200,Emmanuel Rivière,Newcastle United,23.0,1231.0,1,1,4.95,1.45,0.27,0.07,0.33
201,Graham Dorrans,West Bromwich Albion,21.0,1608.0,1,3,4.21,2.68,0.08,0.15,0.23
202,Jonas Olsson,West Bromwich Albion,13.0,817.0,1,0,1.19,1.17,0.04,0.08,0.12
203,Gareth McAuley,West Bromwich Albion,24.0,2071.0,1,0,1.66,1.63,0.05,0.02,0.07
204,Darren Fletcher,"Manchester United, West Bromwich Albion",26.0,1711.0,1,0,3.3,2.99,0.02,0.05,0.07
205,Stéphane Sessegnon,West Bromwich Albion,28.0,1768.0,1,3,8.53,3.95,0.11,0.14,0.25
206,Sandro,Queens Park Rangers,17.0,1240.0,1,0,2.61,2.14,0.05,0.01,0.06
207,James Ward-Prowse,Southampton,25.0,1488.0,1,6,6.43,3.37,0.18,0.24,0.42
208,Maya Yoshida,Southampton,22.0,1688.0,1,1,2.93,2.56,0.09,0.02,0.11
209,Gabriel Obertan,Newcastle United,13.0,644.0,1,1,2.55,1.71,0.06,0.19,0.24
210,Marko Arnautovic,Stoke,29.0,1930.0,1,5,8.56,3.46,0.15,0.16,0.31
211,Ciaran Clark,Aston Villa,25.0,2000.0,1,2,3.2,2.25,0.11,0.04,0.14
212,Mathieu Flamini,Arsenal,23.0,1455.0,1,1,4.85,3.86,0.06,0.01,0.07
213,Rolando Aarons,Newcastle United,4.0,121.0,1,0,0.43,0.17,0.26,0.06,0.32
214,Danny Graham,Sunderland,14.0,620.0,1,0,1.55,0.4,0.16,0.03,0.19
215,Fabricio Coloccini,Newcastle United,32.0,2839.0,1,0,3.85,3.24,0.04,0.02,0.06
216,Glen Johnson,Liverpool,19.0,1324.0,1,0,3.64,2.42,0.07,0.02,0.09
217,Gastón Ramírez,"Hull, Southampton",23.0,997.0,1,2,3.16,1.94,0.09,0.15,0.24
218,Steven Caulker,Queens Park Rangers,35.0,3019.0,1,0,3.97,2.8,0.09,0.04,0.12
219,Alex Oxlade-Chamberlain,Arsenal,23.0,1497.0,1,1,9.59,4.92,0.17,0.22,0.39
220,Mathieu Debuchy,Arsenal,10.0,811.0,1,0,3.0,2.84,0.09,0.04,0.14
221,Mike Williamson,Newcastle United,31.0,2413.0,1,1,3.22,2.13,0.05,0.03,0.08
222,James Wilson,Manchester United,13.0,329.0,1,0,1.5,0.8,0.29,0.01,0.3
223,Aiden McGeady,Everton,16.0,903.0,1,2,3.72,1.26,0.1,0.22,0.32
224,Joe Cole,Aston Villa,12.0,263.0,1,1,0.66,0.26,0.09,0.15,0.25
225,Kevin Nolan,West Ham,29.0,1742.0,1,1,4.47,2.07,0.19,0.05,0.24
226,Michael Kightly,Burnley,17.0,959.0,1,2,3.13,0.67,0.14,0.11,0.25
227,Jake Livermore,Hull,35.0,3041.0,1,1,5.72,4.03,0.04,0.03,0.07
228,David Meyler,Hull,28.0,1728.0,1,1,4.29,2.94,0.05,0.05,0.1
229,Michael Dawson,Hull,28.0,2436.0,1,0,3.04,2.97,0.03,0.01,0.04
230,Mario Balotelli,Liverpool,16.0,936.0,1,0,5.49,0.64,0.5,0.04,0.55
231,Roberto Soldado,Tottenham,24.0,776.0,1,1,4.36,0.99,0.39,0.14,0.53
232,Jonás Gutiérrez,Newcastle United,10.0,629.0,1,1,1.37,1.05,0.04,0.09,0.13
233,Rémy Cabella,Newcastle United,31.0,1960.0,1,2,6.81,2.63,0.14,0.1,0.24
234,Silvestre Varela,West Bromwich Albion,7.0,330.0,1,0,2.26,0.99,0.27,0.1,0.37
235,Nélson Oliveira,Swansea,10.0,392.0,1,0,1.06,0.13,0.22,0.04,0.26
236,Clint Hill,Queens Park Rangers,19.0,1411.0,1,0,1.47,0.89,0.02,0.05,0.07
237,Paul McShane,Hull,20.0,1694.0,1,0,1.35,1.18,0.06,0.0,0.06
238,Stephen Quinn,Hull,28.0,1641.0,1,3,4.97,2.51,0.07,0.12,0.19
239,Sone Aluko,Hull,25.0,1245.0,1,0,3.73,1.6,0.13,0.08,0.2
240,Ross Wallace,Burnley,15.0,206.0,1,0,1.2,0.61,0.24,0.56,0.81
241,Joey Barton,Queens Park Rangers,28.0,2347.0,1,3,7.56,5.23,0.08,0.2,0.28
242,Paul Konchesky,Leicester,26.0,2264.0,1,1,2.52,1.85,0.01,0.02,0.03
243,Chris Wood,Leicester,7.0,91.0,1,0,0.75,0.08,0.71,0.0,0.71
244,Lewis Holtby,Tottenham,1.0,28.0,0,0,0.7,0.66,0.15,0.0,0.15
245,Chicharito,Manchester United,1.0,49.0,0,0,0.05,0.05,0.0,0.03,0.03
246,Andreas Christensen,Chelsea,1.0,9.0,0,0,0.02,0.02,0.0,0.0,0.0
247,Adnan Januzaj,Manchester United,18.0,841.0,0,0,4.2,2.25,0.14,0.16,0.3
248,Lucas Leiva,Liverpool,20.0,1321.0,0,0,5.05,4.3,0.04,0.03,0.07
249,Kolo Touré,Liverpool,12.0,708.0,0,0,0.89,0.89,0.0,0.02,0.02
250,Jordon Ibe,Liverpool,12.0,616.0,0,0,2.34,1.72,0.09,0.05,0.14
251,Mamadou Sakho,Liverpool,16.0,1419.0,0,0,4.23,4.15,0.01,0.01,0.01
252,Simon Mignolet,Liverpool,36.0,3225.0,0,0,3.25,3.23,0.0,0.0,0.0
253,Petr Cech,Chelsea,7.0,607.0,0,0,0.79,0.79,0.0,0.0,0.0
254,Gabriel,Arsenal,6.0,347.0,0,1,0.83,0.83,0.01,0.01,0.02
255,Nacho Monreal,Arsenal,28.0,2308.0,0,1,9.09,8.26,0.01,0.05,0.07
256,Francis Coquelin,Arsenal,22.0,1667.0,0,0,6.15,6.04,0.0,0.01,0.01
257,David Ospina,Arsenal,18.0,1620.0,0,0,2.06,2.02,0.0,0.0,0.0
258,Joel Campbell,Arsenal,4.0,34.0,0,0,0.15,0.13,0.0,0.23,0.23
259,Per Mertesacker,Arsenal,35.0,3150.0,0,1,7.75,7.59,0.02,0.01,0.03
260,Wayne Hennessey,Crystal Palace,3.0,213.0,0,0,0.01,0.01,0.0,0.0,0.0
261,Damien Delaney,Crystal Palace,29.0,2430.0,0,0,2.11,1.76,0.03,0.03,0.05
262,Pape Souaré,Crystal Palace,9.0,603.0,0,0,1.97,1.33,0.01,0.26,0.27
263,Julian Speroni,Crystal Palace,36.0,3207.0,0,0,2.28,2.28,0.0,0.0,0.0
264,Adrian Mariappa,Crystal Palace,12.0,838.0,0,0,0.91,0.87,0.0,0.01,0.01
265,Martin Kelly,Crystal Palace,31.0,2503.0,0,1,2.44,1.75,0.01,0.03,0.04
266,Lee Chung-yong,Crystal Palace,3.0,86.0,0,0,0.21,0.15,0.1,0.0,0.1
267,Adrián,West Ham,38.0,3392.0,0,0,2.76,2.69,0.0,0.0,0.0
268,Kieran Gibbs,Arsenal,22.0,1657.0,0,3,9.0,7.22,0.06,0.1,0.16
269,David de Gea,Manchester United,37.0,3315.0,0,0,3.73,3.73,0.0,0.0,0.0
270,Marcos Rojo,Manchester United,22.0,1767.0,0,0,5.8,5.48,0.08,0.02,0.1
271,Jesse Lingard,Manchester United,1.0,23.0,0,0,0.02,0.02,0.0,0.0,0.0
272,Paddy McNair,Manchester United,16.0,1023.0,0,0,3.43,3.32,0.03,0.02,0.05
273,Etienne Capoue,Tottenham,12.0,911.0,0,0,3.86,3.65,0.01,0.02,0.04
274,Nathan Aké,Chelsea,1.0,14.0,0,0,0.07,0.07,0.0,0.0,0.0
275,Costel Pantilimon,Sunderland,28.0,2520.0,0,0,0.56,0.56,0.0,0.0,0.0
276,Adlène Guédioura,Crystal Palace,7.0,111.0,0,0,1.24,0.73,0.29,0.18,0.47
277,Joel Robles,Everton,7.0,575.0,0,0,0.39,0.39,0.0,0.0,0.0
