,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
125,Pedro Obiang,West Ham,21.0,1564.0,2,0,2.94,2.25,0.02,0.03,0.05
126,Nathan Aké,Bournemouth,38.0,3353.0,2,3,4.0,3.11,0.06,0.05,0.11
127,Leighton Baines,Everton,22.0,1911.0,2,3,4.42,3.62,0.1,0.11,0.21
128,Dejan Lovren,Liverpool,29.0,2121.0,2,1,7.26,7.16,0.09,0.06,0.14
129,Wilfried Bony,Swansea,15.0,699.0,2,0,1.62,0.25,0.19,0.02,0.21
130,Ashley Young,Manchester United,30.0,2451.0,2,4,9.9,8.92,0.03,0.14,0.16
131,Erik Lamela,Tottenham,25.0,822.0,2,2,8.65,4.51,0.39,0.2,0.59
132,Diafra Sakho,West Ham,14.0,264.0,2,0,1.98,0.59,0.59,0.01,0.6
133,Ben Davies,Tottenham,29.0,2328.0,2,6,10.47,7.82,0.04,0.14,0.18
134,Idrissa Gueye,Everton,33.0,2769.0,2,1,8.81,6.79,0.05,0.04,0.09
135,César Azpilicueta,Chelsea,37.0,3330.0,2,6,15.97,12.36,0.04,0.13,0.16
136,Cesc Fàbregas,Chelsea,32.0,2314.0,2,4,14.98,10.85,0.1,0.27,0.36
137,Ruben Loftus-Cheek,Crystal Palace,24.0,1877.0,2,3,9.32,4.74,0.17,0.16,0.32
138,Kenedy,Newcastle United,13.0,1039.0,2,2,4.3,0.96,0.21,0.16,0.37
139,Jack Cork,Burnley,38.0,3420.0,2,1,6.57,5.12,0.04,0.02,0.07
140,Ki Sung-yueng,Swansea,25.0,1869.0,2,2,2.71,1.47,0.04,0.09,0.13
141,Marc Albrighton,Leicester,34.0,2551.0,2,7,10.12,5.13,0.06,0.2,0.26
142,Andros Townsend,Crystal Palace,36.0,3141.0,2,7,14.72,5.97,0.09,0.25,0.34
143,Craig Dawson,West Bromwich Albion,28.0,2512.0,2,0,2.44,1.86,0.08,0.03,0.11
144,Jonny Evans,West Bromwich Albion,28.0,2276.0,2,2,3.97,3.89,0.07,0.04,0.11
145,Shane Long,Southampton,30.0,1566.0,2,1,6.26,1.76,0.23,0.08,0.3
146,Maya Yoshida,Southampton,24.0,2051.0,2,0,3.96,3.91,0.09,0.02,0.11
147,Ciaran Clark,Newcastle United,20.0,1744.0,2,1,3.4,2.94,0.11,0.05,0.16
148,Tom Davies,Everton,33.0,1901.0,2,1,5.12,3.51,0.07,0.03,0.1
149,João Mário,West Ham,13.0,1037.0,2,1,3.53,1.08,0.15,0.1,0.25
150,Scott Arfield,Burnley,18.0,1343.0,2,1,2.43,0.83,0.09,0.03,0.12
151,Johann Berg Gudmundsson,Burnley,35.0,2845.0,2,8,8.0,3.81,0.09,0.16,0.25
152,Michy Batshuayi,Chelsea,12.0,342.0,2,1,1.54,0.37,0.35,0.02,0.38
153,Harry Maguire,Leicester,38.0,3420.0,2,4,8.25,7.35,0.06,0.12,0.18
154,Jake Livermore,West Bromwich Albion,34.0,2677.0,2,2,5.55,3.62,0.09,0.05,0.14
155,Christian Kabasele,Watford,28.0,2330.0,2,0,2.82,2.7,0.03,0.01,0.04
156,Alfie Mawson,Swansea,38.0,3420.0,2,1,4.58,3.57,0.07,0.01,0.08
157,Sofiane Boufal,Southampton,26.0,1198.0,2,2,4.96,2.2,0.12,0.13,0.25
158,Jack Stephens,Southampton,22.0,1980.0,2,0,2.78,2.56,0.06,0.01,0.07
159,Matt Phillips,West Bromwich Albion,30.0,2097.0,2,2,5.74,2.13,0.11,0.14,0.25
160,Hal Robson-Kanu,West Bromwich Albion,21.0,811.0,2,0,2.85,0.89,0.21,0.05,0.26
161,Jeff Hendrick,Burnley,34.0,2363.0,2,2,6.18,2.07,0.08,0.1,0.18
